Precision@5,Precision@10,Precision@15,Precision@20,Precision@25,Precision@50,Recall@5,Recall@10,Recall@15,Recall@20,Recall@25,Recall@50,MAP@5,MAP@10,MAP@15,MAP@20,MAP@25,MAP@50,NDCG@5,NDCG@10,NDCG@15,NDCG@20,NDCG@25,NDCG@50
0.934,0.9235,0.9106000000000001,0.8998499999999999,0.89152,0.8336,0.08575060578974907,0.16958922882254046,0.2508787526577019,0.33051804702802146,0.4092860443207908,0.7651490893053929,0.9644777777777778,0.9507419860166288,0.9418271125078641,0.9344193357526169,0.9278317537004535,0.9011524182260146,0.939674487024188,0.9305309715882774,0.9202750810056861,0.9114751637400041,0.9043195784972501,0.8575688604523143
