Model,Precision@5,Precision@10,Precision@15,Precision@20,Precision@25,Precision@50,Recall@5,Recall@10,Recall@15,Recall@20,Recall@25,Recall@50,MAP@5,MAP@10,MAP@15,MAP@20,MAP@25,MAP@50,NDCG@5,NDCG@10,NDCG@15,NDCG@20,NDCG@25,NDCG@50
SVD_v2,0.055967411790932856,0.03895790689662161,0.030923670361888544,0.025964169183065478,0.02262691769855906,0.015455079747887235,0.27983705895466426,0.3895790689662161,0.4638550554283282,0.5192833836613097,0.5656729424639767,0.772753987394362,0.168022144309561,0.1825171000920347,0.1883625182776025,0.19146984040644008,0.19349605384023175,0.19918963817755359,0.1956681678333522,0.23100498229864844,0.25065596714347893,0.263737189043293,0.273866400637394,0.31340787649996377
