Precision@5,Precision@10,Precision@15,Precision@20,Precision@25,Precision@50,Recall@5,Recall@10,Recall@15,Recall@20,Recall@25,Recall@50,MAP@5,MAP@10,MAP@15,MAP@20,MAP@25,MAP@50,NDCG@5,NDCG@10,NDCG@15,NDCG@20,NDCG@25,NDCG@50
0.21505832449628845,0.17826086956521742,0.15588547189819724,0.13944856839872746,0.12814422057264052,0.09611876988335102,0.08954563308181694,0.1287214855873483,0.15688563765175967,0.18009692359335414,0.19660201767050037,0.26347103298602437,0.4023639095086603,0.3850256028828404,0.36420790749933374,0.34700087520178774,0.3301090653081838,0.28171835085374536,0.25217495929561945,0.23638293255848228,0.22981478546367798,0.2268309602520225,0.22581812046915634,0.2322562011603512
