Precision@5,Precision@15,Precision@25,Precision@50,Recall@5,Recall@15,Recall@25,Recall@50,MAP@5,MAP@15,MAP@25,MAP@50,NDCG@5,NDCG@15,NDCG@25,NDCG@50
0.8752000000000001,0.8508666666666668,0.83096,0.78126,0.08037893278537582,0.23441605854271796,0.3815222831994764,0.7172124557926194,0.9162055555555556,0.8902340096562457,0.8744444260701526,0.8465261600831964,0.8778182273965127,0.85904214120969,0.8429845190370077,0.8024990109134349
