Precision@5,Precision@15,Precision@25,Precision@50,Recall@5,Recall@15,Recall@25,Recall@50,MAP@5,MAP@15,MAP@25,MAP@50,NDCG@5,NDCG@15,NDCG@25,NDCG@50
0.934,0.9106000000000001,0.89152,0.8336,0.08575060578974907,0.2508787526577019,0.4092860443207908,0.7651490893053929,0.9644777777777778,0.9418271125078641,0.9278317537004535,0.9011524182260146,0.939674487024188,0.9202750810056861,0.9043195784972501,0.8575688604523143
