Model,Precision@5,Precision@10,Precision@15,Precision@20,Precision@25,Precision@50,Recall@5,Recall@10,Recall@15,Recall@20,Recall@25,Recall@50,MAP@5,MAP@10,MAP@15,MAP@20,MAP@25,MAP@50,NDCG@5,NDCG@10,NDCG@15,NDCG@20,NDCG@25,NDCG@50
SVD_v3,0.24042553191489366,0.19563829787234044,0.1702127659574468,0.15446808510638296,0.14042553191489363,0.10540425531914895,0.0931436345527196,0.13554517116949472,0.16365582469076032,0.1887662621493206,0.21116384298429938,0.2885744357274291,0.42170951536643025,0.4043772347394435,0.38442206360488346,0.36538747006443945,0.35142066755952595,0.304268865096859,0.27355501660322623,0.2530733709065857,0.24513414038572814,0.24311616596886262,0.2419945614855141,0.2518234364673131
