Model,Precision@5,Precision@10,Precision@15,Precision@20,Precision@25,Precision@50,Recall@5,Recall@10,Recall@15,Recall@20,Recall@25,Recall@50,MAP@5,MAP@10,MAP@15,MAP@20,MAP@25,MAP@50,NDCG@5,NDCG@10,NDCG@15,NDCG@20,NDCG@25,NDCG@50
SVD_v2,0.05825491416881615,0.04027928488837499,0.03183017581309852,0.02672507337899137,0.023199501912300986,0.01546882504669572,0.29127457084408076,0.4027928488837499,0.4774526371964778,0.5345014675798274,0.5799875478075247,0.7734412523347861,0.1772474725014083,0.1920621437818805,0.19795306213744351,0.20115978410618846,0.20315351386428174,0.2084677896286004,0.20546788104895983,0.2414613835141315,0.26123232076132735,0.2747073324838793,0.284649884519342,0.3215804236876187
