Precision@5,Precision@10,Precision@15,Precision@20,Precision@25,Precision@50,Recall@5,Recall@10,Recall@15,Recall@20,Recall@25,Recall@50,MAP@5,MAP@10,MAP@15,MAP@20,MAP@25,MAP@50,NDCG@5,NDCG@10,NDCG@15,NDCG@20,NDCG@25,NDCG@50
0.04249315944707011,0.031171600156355492,0.02551911209030714,0.022169610177321344,0.01986354429480118,0.014537152197860772,0.21246579723535056,0.31171600156355495,0.38278668135460714,0.44339220354642694,0.49658860737002947,0.7268576098930386,0.12037803679092189,0.13349766312836212,0.13907591954969448,0.14247127352648098,0.14479832806690054,0.15120228748303724,0.14312842429359576,0.17509737163293368,0.19388281117940362,0.20818280898152997,0.2198036139420846,0.2639098927970462
