Precision@5,Precision@10,Precision@15,Precision@20,Precision@25,Precision@50,Recall@5,Recall@10,Recall@15,Recall@20,Recall@25,Recall@50,MAP@5,MAP@10,MAP@15,MAP@20,MAP@25,MAP@50,NDCG@5,NDCG@10,NDCG@15,NDCG@20,NDCG@25,NDCG@50
0.10031948881789138,0.09637912673056442,0.08888888888888889,0.08258785942492014,0.07821086261980831,0.0648349307774228,0.047580553801417014,0.07365110195431301,0.09408275854526926,0.11262969779408691,0.12679891967037274,0.19470927256585713,0.18307152999645013,0.19031843431965142,0.18646046090081375,0.18319176058892797,0.17897666514523924,0.1586023609031114,0.11189106782853665,0.11734010189060454,0.11984844738524844,0.12231823990449443,0.12496885755511522,0.141598529475812
